phase,phase_epoch,epoch,learning_rate,train_loss,train_accuracy,train_precision,train_recall,train_f1,train_clean_loss,train_clean_accuracy,train_clean_precision,train_clean_recall,train_clean_f1,val_loss,val_accuracy,val_precision,val_recall,val_f1,epoch_time_seconds,max_gpu_memory_mb,trainable_parameters
finetune,2,14,0.0001,0.034433511594931285,1.0,1.0,1.0,1.0,0.019847476085027058,1.0,1.0,1.0,1.0,0.031015144586563112,0.99,1.0,0.98,0.98989898989899,1.4180285319998802,230.8,414722
finetune,3,15,0.0001,0.025805901282777387,1.0,1.0,1.0,1.0,0.015494179340700309,1.0,1.0,1.0,1.0,0.030047322511672973,0.99,1.0,0.98,0.98989898989899,1.1257712299993727,230.8,414722
finetune,4,16,0.0001,0.020234608699878056,1.0,1.0,1.0,1.0,0.012398385194440682,1.0,1.0,1.0,1.0,0.03005802631378174,0.99,1.0,0.98,0.98989898989899,1.3144400029996177,230.8,414722
finetune,5,17,0.0001,0.022953515040377775,0.9966666666666667,0.9933774834437086,1.0,0.9966777408637874,0.010757106145222982,1.0,1.0,1.0,1.0,0.026344892978668214,0.99,1.0,0.98,0.98989898989899,1.2962844940011564,230.8,414722
finetune,6,18,0.0001,0.017454912637670836,1.0,1.0,1.0,1.0,0.008864798930784066,1.0,1.0,1.0,1.0,0.02665375828742981,0.99,1.0,0.98,0.98989898989899,1.2531702680007584,230.8,414722
finetune,7,19,0.0001,0.014846650746961435,0.9966666666666667,1.0,0.9933333333333333,0.9966555183946488,0.007974277747174104,1.0,1.0,1.0,1.0,0.024630151987075806,0.99,1.0,0.98,0.98989898989899,1.1670311389989365,230.8,414722
finetune,8,20,0.0001,0.015126371396084626,0.9966666666666667,1.0,0.9933333333333333,0.9966555183946488,0.007140044762442509,1.0,1.0,1.0,1.0,0.022784942388534547,0.99,1.0,0.98,0.98989898989899,1.1477483619983104,230.8,414722
finetune,9,21,0.0001,0.008583845691755415,1.0,1.0,1.0,1.0,0.006236153449863196,1.0,1.0,1.0,1.0,0.022456167936325072,0.99,1.0,0.98,0.98989898989899,1.15848895399904,230.8,414722
finetune,10,22,0.0001,0.0076026137545704845,1.0,1.0,1.0,1.0,0.0060512697696685795,1.0,1.0,1.0,1.0,0.0197298002243042,0.99,1.0,0.98,0.98989898989899,1.1320627850000164,230.8,414722
finetune,11,23,0.0001,0.010461560885111491,1.0,1.0,1.0,1.0,0.004981458578258753,1.0,1.0,1.0,1.0,0.021181648969650267,0.99,1.0,0.98,0.98989898989899,1.159849714000302,230.8,414722
finetune,12,24,0.0001,0.006768904123455286,1.0,1.0,1.0,1.0,0.00484580835327506,1.0,1.0,1.0,1.0,0.019911006689071656,0.99,1.0,0.98,0.98989898989899,1.1960448049994739,230.8,414722
finetune,13,25,0.0001,0.006108965476353963,1.0,1.0,1.0,1.0,0.004482214447731773,1.0,1.0,1.0,1.0,0.01961645722389221,0.99,1.0,0.98,0.98989898989899,1.1409899850004876,230.8,414722
finetune,14,26,0.0001,0.005584348834430178,1.0,1.0,1.0,1.0,0.0040377604930351176,1.0,1.0,1.0,1.0,0.0196217679977417,0.99,1.0,0.98,0.98989898989899,1.1458204070004285,230.8,414722
finetune,15,27,0.0001,0.00949041247367859,1.0,1.0,1.0,1.0,0.0034728383955856166,1.0,1.0,1.0,1.0,0.02170432448387146,0.99,1.0,0.98,0.98989898989899,1.1256724520007992,230.8,414722
finetune,16,28,0.0001,0.010068094333012898,0.9966666666666667,1.0,0.9933333333333333,0.9966555183946488,0.00323062260945638,1.0,1.0,1.0,1.0,0.019399259090423584,0.99,1.0,0.98,0.98989898989899,1.1712108009996882,230.8,414722
finetune,17,29,0.0001,0.004730438000212113,1.0,1.0,1.0,1.0,0.0031279746660341817,1.0,1.0,1.0,1.0,0.019374836683273316,0.99,1.0,0.98,0.98989898989899,1.2292266220010788,230.8,414722
finetune,18,30,0.0001,0.00433648306876421,1.0,1.0,1.0,1.0,0.0028441472879300513,1.0,1.0,1.0,1.0,0.019721752405166625,0.99,1.0,0.98,0.98989898989899,1.252538482998716,230.8,414722
finetune,19,31,0.0001,0.004152897993723551,1.0,1.0,1.0,1.0,0.0029031491264080007,1.0,1.0,1.0,1.0,0.017282475233078003,0.99,1.0,0.98,0.98989898989899,1.2301553350007453,230.8,414722
finetune,20,32,0.0001,0.004048017263412476,1.0,1.0,1.0,1.0,0.002826138335901002,1.0,1.0,1.0,1.0,0.016756985187530517,0.99,1.0,0.98,0.98989898989899,1.3460372680001456,230.8,414722
